Index,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63
20,0.021867847,-0.17163771,-0.067758776,0.08786297,0.12307632,-0.025054295,-0.02722375,0.14321724,-0.17807345,-0.15706551,0.16446987,-0.028685024,-0.09466133,0.07438439,0.26808715,0.2917262,0.0978701,-0.122681305,0.045197096,-0.06561687,0.155777,0.22167955,-0.0026940184,-0.173645,0.21124285,0.100863084,0.06787355,0.05771331,0.08983353,-0.066088,-0.029453222,-0.19989406,-0.034890227,0.22328235,-0.13125174,-0.10600958,0.07568444,-0.1347705,-0.064608,-0.008907961,0.12506673,-0.10484309,0.065311134,0.08981583,0.034848098,0.072917685,0.09503597,-0.10726856,0.03417986,0.23724498,0.0603469,-0.24636352,0.21916975,0.022452986,-0.02173139,-0.1354245,0.07865077,-0.10014792,0.07719975,0.33519518,-0.08893938,-0.013561817,-0.039585844,0.06958313
21,-0.011097248,-0.20990266,0.10719221,0.06847074,0.093864255,-0.028937442,-0.02337245,0.0117365075,-0.11352284,-0.17650896,0.13352868,-0.04199311,-0.032802496,-0.10784946,0.08528049,0.232337,0.12711252,-0.12204122,0.06813759,0.08116153,0.15339392,0.29626882,0.07405296,-0.06874418,0.2674497,0.11777286,-0.07059612,0.088107035,0.16615441,-0.09160658,0.07708093,-0.019693578,0.086380996,0.21322623,-0.08506097,0.015560983,0.09742276,-0.019095054,-0.07831411,-0.07320276,0.029072003,-0.013641688,0.17036283,-0.13901465,0.13015312,-0.082331896,0.0026122697,-0.07879614,0.07443483,0.15352787,-0.02566357,-0.1349203,0.21502988,0.19081548,-0.09163428,-0.038696706,0.15781312,-0.058272365,0.03575513,0.11738068,-0.14770752,0.110582195,0.053757906,-0.045457046
22,0.05411757,-0.14101939,0.07224897,0.1520562,-0.078616835,0.008144431,-0.11716033,0.09765376,-0.19783163,-0.15738012,0.24521686,0.05676664,-0.10781648,-0.06094751,0.1772356,0.08351188,-0.05129864,-0.05663615,0.040895037,0.024998654,-0.08336322,0.21435848,0.044670578,-0.05350367,0.11031007,0.13148545,0.12666722,0.091126315,0.08402047,0.20269738,0.0069025513,0.034760818,-0.028797166,0.11104726,-0.12884055,-0.10746371,-0.053261887,-0.09757142,0.04703549,-0.0009647719,0.0018880968,0.001974653,0.034048174,-0.06578473,-0.061137237,0.06855577,-0.06554106,-0.06521238,0.09082024,0.10827376,0.04050361,0.07783778,0.11295248,0.044032864,0.0203181,0.111684084,0.07079266,-0.1022934,0.13084634,0.21266234,-0.19906369,-0.18246871,0.030946152,0.033950325
23,0.044446047,0.027586967,0.016415872,0.03318239,0.0017911866,-0.072701044,0.0298647,-0.09045291,-0.14004396,-0.048073597,-0.049341768,0.056964546,-0.03767816,-0.02735442,0.07084226,-0.04675538,-0.05043362,-0.13880175,-0.015458259,0.13331158,-0.03959826,0.17417589,0.010660449,-0.10486491,-0.011487617,-0.008636054,-0.006049128,-0.002097444,0.12134477,-0.06318913,0.00327556,0.04604238,-0.09604205,-0.045535173,-0.11642012,-0.05197196,-0.031677343,-0.08893445,0.05178926,0.0045819846,0.007471271,-0.044685733,0.05845236,-0.0063365963,0.052200276,-0.078609265,0.01764956,-0.09190983,0.030964596,0.09061565,0.080550715,-0.09351271,-0.0060899584,-0.04728115,0.028724268,-0.021008182,0.036728203,-0.11459931,-0.055376865,0.048427228,-0.12624517,-0.07184611,0.13213384,0.04838501
24,0.054255746,-0.117299885,0.022504622,0.11302123,-0.0069260495,0.042224113,-0.0019779112,-0.024056178,-0.15483116,-0.054993674,0.054515775,-0.02560161,-0.015125024,-0.08980399,0.15255791,-0.006277164,-0.058430307,-0.15347043,0.07045591,0.1496481,-0.032530982,0.17807434,0.08352702,-0.010860227,0.113109,0.035221774,-0.09222085,0.04372004,0.1178081,0.16530925,0.057383552,0.10600903,-0.0115227215,-0.009624745,-0.099111624,-0.09274554,-0.08913452,0.0032562355,0.036976352,-0.00550293,-0.031231811,0.04615164,0.03271537,0.043348767,0.077466354,-0.017967274,-0.023810325,-0.120935746,0.024631195,0.005540052,0.031440847,0.039811302,-0.030400906,0.04693306,-0.025301114,0.0041715857,0.14615919,-0.028783554,0.04265041,0.11634712,-0.10736151,-0.14538553,0.033886027,-0.027045712
25,-0.091956206,-0.19868097,0.0035780175,0.223191,0.23709676,-0.10374454,0.012434266,-0.055299822,-0.2667492,-0.05578827,0.22938307,0.08761177,-0.15547195,-0.058948588,0.19000787,0.11827793,0.017591285,-0.041581776,0.054152492,0.15300325,0.23508318,0.1243432,0.14726882,-0.13238391,0.09670629,0.16748591,0.018573774,0.12714204,0.17901528,-0.19225988,-0.04891771,-0.15473229,0.22336714,0.14115989,-0.040202145,0.08644372,-0.047718495,-0.0898521,-0.07986677,-0.1203281,0.076428555,-0.1392839,-0.0001149004,-0.044163644,0.052789308,0.079002164,-0.07157893,-0.009135172,-0.019390423,0.14829804,0.01038368,-0.103430785,0.09725892,0.0724005,-0.13991973,0.07620746,0.049849138,-0.019580912,-0.12203377,0.1916789,-0.14454566,-0.11251078,-0.11989898,0.0988541
26,-0.022268683,-0.17235069,-0.064222924,0.13459314,0.094446905,-0.1123102,0.034960147,0.113379076,-0.25386024,-0.10918029,0.20348163,-0.08008345,-0.24536932,-0.025650056,0.2774087,0.04958423,-0.034020174,0.06693696,0.03644156,0.16856176,0.1889859,0.118206926,0.2058189,-0.15540156,0.06935329,0.09376784,0.098504715,0.032205552,0.25957176,-0.014373471,-0.055140194,-0.13727947,0.14688687,0.11395604,0.0049815206,0.047839705,0.17546155,0.10388596,-0.02913646,-0.06412878,0.12610482,-0.05570918,0.021104679,-0.008660332,0.23142344,-0.044388678,0.11700725,-0.036755156,0.018929882,0.22129858,0.21151766,-0.07075685,0.32817098,0.09526673,-0.15862447,0.030560348,0.11384083,-0.039372668,-0.08694273,0.19377059,-0.012990029,-0.14337228,-0.030500451,-0.086410806
27,0.028045513,0.020432023,0.0069736633,0.05061096,-0.009150262,-0.03790651,0.06544356,-0.066299416,-0.15350793,0.018005952,0.028611641,0.017023334,-0.053257395,0.0014680478,0.07979286,-0.020613197,-0.04738225,-0.16487779,0.02729052,0.12283108,-0.072950274,0.14999689,0.06403743,-0.14144541,-0.0007860359,-0.017587932,0.009834814,0.008776421,0.05713481,-0.03924074,0.014615773,0.09962361,-0.11205976,-0.03986572,-0.12199523,-0.071290426,-0.0017834831,0.0002376623,-0.009504731,-0.0292516,-0.014083061,0.0055878977,-0.0075671393,-0.05606235,-0.012710516,-0.16199513,0.023448331,-0.09428081,0.012812501,0.06611614,0.0032493316,-0.08423414,-0.064236306,0.008662947,0.001088241,0.08006728,0.054420903,-0.10855766,-0.037040085,0.022483984,-0.14294076,-0.11748715,0.17308477,0.044854414
28,-0.06190915,-0.20186831,0.056345113,0.0858307,0.2536538,-0.1654466,0.07286667,-0.07759726,-0.09642876,-0.00734758,0.05580292,-0.122031696,-0.32512447,0.026459694,0.24399637,0.09501454,-0.12088552,-0.053217195,-0.049169894,0.093134075,0.10335698,0.13710873,-0.026380824,-0.28204086,0.04720118,0.18920222,0.0740133,-0.057311494,0.10787125,-0.0764164,-0.049616482,-0.07991364,0.050448775,0.16179268,-0.12914482,0.034604296,-0.02414446,-0.092965126,-0.12849125,-0.009795328,0.084060185,-0.14898387,-0.07265945,0.04682885,0.049335152,-0.063558005,-0.00028604962,-0.06407145,0.038013846,0.15352425,0.020000787,-0.01880095,0.16257924,0.09484451,-0.08499204,0.03392871,0.10507633,-0.08267906,-0.07268014,0.11677315,-0.13640304,-0.18352214,-0.050979223,-0.0050377604
29,-0.03145886,-0.16063072,-0.013264342,0.090504006,0.13158326,-0.07498539,0.05754469,-0.08050451,-0.19169903,-0.048155546,0.034868352,-0.105491586,-0.17879254,-0.017148158,0.2487028,0.14976305,-0.21412864,-0.063934855,0.024439363,0.059000432,0.18197468,0.14821011,0.14527442,-0.31175077,0.019813597,0.16207105,-0.048418086,-0.10179937,0.10974485,-0.08985547,-0.023036936,0.004856742,0.04099836,0.045470472,-0.10161239,0.03288276,-0.022934137,-0.087300226,-0.14303538,0.040613204,-0.010681038,-0.007201826,0.03050657,-0.02844612,0.10953083,-0.0936383,-0.054186843,-0.051886514,-0.07969997,0.1308892,0.053458955,-0.056587752,0.13511601,0.12281944,-0.04509017,-0.05727452,0.045986097,-0.027457315,-0.004235739,0.095865056,-0.058628537,-0.086814106,-0.1493387,-0.034498293
