Index,Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9,Dimension_10,Dimension_11,Dimension_12,Dimension_13,Dimension_14,Dimension_15,Dimension_16,Dimension_17,Dimension_18,Dimension_19,Dimension_20,Dimension_21,Dimension_22,Dimension_23,Dimension_24,Dimension_25,Dimension_26,Dimension_27,Dimension_28,Dimension_29,Dimension_30,Dimension_31,Dimension_32,Dimension_33,Dimension_34,Dimension_35,Dimension_36,Dimension_37,Dimension_38,Dimension_39,Dimension_40,Dimension_41,Dimension_42,Dimension_43,Dimension_44,Dimension_45,Dimension_46,Dimension_47,Dimension_48,Dimension_49,Dimension_50,Dimension_51,Dimension_52,Dimension_53,Dimension_54,Dimension_55,Dimension_56,Dimension_57,Dimension_58,Dimension_59,Dimension_60,Dimension_61,Dimension_62,Dimension_63
107,0.0987148,-0.20467404,-0.013687836,0.121822916,0.11586797,-0.04765058,0.042216796,-0.16952948,-0.0681899,0.079879425,0.08913577,-0.20401482,-0.06520915,-0.016193647,0.14807431,0.17484562,-0.17134008,-0.121340446,-0.08472097,0.23739126,0.044211153,0.1990898,-0.026662366,-0.30066437,0.003109193,0.13897005,-0.074589506,-0.11664011,-0.013600792,0.08325226,0.013553712,0.026840687,-0.029397348,0.064246416,-0.05558151,0.06974367,-0.05214921,-0.10678765,0.028735267,0.07301634,0.08496611,0.08938339,-0.12911321,0.037685852,0.15036348,-0.16862914,-0.10108789,-0.085823745,0.037844613,0.07438109,0.09954365,-0.07810631,0.01364385,0.14270358,-0.015565695,-0.0081314435,0.054272342,-0.06038988,-0.06343531,0.0712856,-0.1405024,0.03830611,-0.08310641,0.015731273
108,-0.06577951,-0.08670515,0.090277724,0.14754643,0.2203715,-0.04810072,0.11019554,-0.11957728,-0.25706986,-0.13935335,0.17109963,-0.14411654,-0.052726503,-0.079116754,0.28174838,0.112977974,-0.12075489,0.032997355,0.031553544,0.10571596,0.16679174,0.26070803,-0.005189202,-0.24311861,-0.021954732,0.069820195,-0.14481665,0.04331917,0.03701858,-0.14825168,-0.020747589,-0.036560073,0.0901526,-0.017864302,-0.11994754,0.04271751,-0.102305755,-0.015050418,-0.14684764,0.02430067,0.086005084,-0.016043283,0.018404977,-0.075086445,0.09817401,-0.09615915,0.05947981,-0.06589303,0.019291809,-0.0030490553,0.07234677,-0.097746246,0.18643543,0.07741691,0.07497274,0.01580612,0.060594928,-0.096427456,-0.011809688,0.078635074,-0.122902416,-0.042274762,-0.13071771,0.025164025
109,0.038062334,-0.00721604,-0.052436277,0.07743968,-0.0030292657,0.015501459,0.022112967,-0.10816977,-0.15651715,-0.042073023,0.016134107,0.07282868,-0.10235553,-0.020130754,0.11089528,0.0077032805,-0.044736724,-0.19107032,0.034193926,0.052526336,-0.020510092,0.15189339,0.043804653,-0.056987464,0.010853302,0.01976943,-0.059004623,-0.04178426,0.03814025,-0.04072046,-0.020118963,0.06076936,-0.0951324,0.00096922496,-0.06178902,-0.07946664,-0.051963296,-0.068277486,-0.0014527135,-0.006975929,-0.035071984,-0.037990473,-0.016386997,0.019366553,0.06806927,-0.04781905,0.04895039,-0.05932313,-0.035301127,0.0711642,0.100499615,-0.12821889,-0.048612602,-0.038226746,-0.09230387,-0.010521786,0.07399387,-0.12130971,-0.12684819,0.004470018,-0.14987864,-0.08519626,0.13181826,0.028756902
110,-0.017477784,-0.0032284989,-0.08743605,0.066187315,-0.00465779,-0.15463923,0.006444198,-0.07258358,-0.15938328,-0.028901244,0.0027657144,0.055094853,-0.083963,0.016992433,0.06474617,-0.011279073,-0.016924892,-0.090048715,0.07824214,0.14621948,-0.04167823,0.1594719,0.044393998,-0.07271224,0.015217941,0.088758305,-0.041877016,-0.059914738,0.15263185,-0.071377516,0.006963398,0.12426193,-0.048067894,0.013348108,-0.043443516,-0.03590475,-0.028224852,-0.057689033,0.08043753,-0.013393067,-0.031564593,0.009537606,0.02176972,-0.045299795,0.07573753,-0.07512003,0.02359489,-0.110897385,0.029424805,0.06448936,0.0579314,-0.032694727,-0.09641339,-0.032525837,-0.08508096,-0.048613872,0.0828927,-0.12738523,0.04086955,0.01109487,-0.09196682,-0.08530591,0.05603828,0.014337107
111,0.10377408,-0.07250396,0.033535104,0.13104457,0.0792295,-0.07917921,0.11031324,-0.15456472,-0.059049997,0.09923511,0.06746802,-0.11361406,-0.10545826,0.08551029,0.06617853,0.25445092,-0.09049938,-0.10271126,-0.11955933,0.17443295,0.08363857,0.20394915,-0.020638376,-0.31518474,-0.054711208,0.22751613,-0.13904577,0.034578606,0.05934118,-0.027470348,0.0019129205,0.032968104,-0.034038495,0.029515792,-0.11740258,0.14310904,0.033263274,-0.19040777,-0.102261566,0.14248101,0.040454965,0.037704617,-0.030523485,0.023705946,0.13381565,-0.0779037,-0.015795719,-0.11058664,-0.04787918,0.06476324,0.009128192,-0.011252564,0.01624323,0.1629682,0.07022029,0.09144027,0.0049158903,-0.11142065,-0.01610952,0.1042056,-0.108190686,-0.13437383,-0.030291902,-0.006598571
112,0.04065301,0.03705131,-0.032082878,0.03676772,-0.010635482,-0.06924274,0.070150815,-0.16538747,-0.17460376,0.0012531413,0.010202555,0.03584334,-0.07679315,0.03067096,0.06512356,-0.037778735,-0.045389485,-0.11469815,0.0057204887,0.064058036,-0.012851424,0.16854733,0.06251443,-0.026472583,0.06375471,0.07413637,-0.13709196,-0.015557046,0.12969613,-0.0767753,0.054482494,0.09804697,-0.053748056,-0.07326745,-0.045683406,-0.06950378,-0.024838679,-0.07391084,-0.0012745821,-0.006430477,-0.008724483,-0.044709265,-0.014266012,-0.06445936,0.11581295,-0.061002802,0.0066216057,-0.09864091,0.01135643,0.02206254,0.07533927,-0.04245532,0.00464084,0.008566191,-0.083794,0.01042337,-0.008755874,-0.06694596,0.019688766,0.04849784,-0.116669856,-0.106570974,0.1445212,0.04906782
113,0.066366605,-0.07109081,0.0118962405,0.016406635,0.0032069774,-0.01386413,0.03217675,-0.071905494,-0.11152542,-0.039691087,0.07675545,0.07828166,-0.08171993,-0.021321436,0.12612161,-0.03930303,-0.101368114,-0.09459619,0.072537065,0.1097865,-0.08452409,0.136494,0.020187102,-0.129403,0.063416086,0.084134474,-0.054481026,0.059416655,0.08866522,0.019862236,0.070619114,0.03412536,-0.08321693,-0.009058159,-0.121542044,-0.07442907,-0.13256718,-0.081865385,-0.00063621625,0.004412012,-0.022027602,-0.016167134,-0.050903548,-0.06723673,0.008385318,-0.0110913655,-0.007246643,-0.060919385,0.03645949,0.096303135,0.021323752,-0.023505883,0.001844331,0.03888619,-0.11096205,-0.037052207,0.023902915,-0.10336158,-0.045778427,-0.024369277,-0.094664924,-0.07741624,0.17391977,0.07595177
114,0.010061969,-0.12662755,0.0063938345,0.067348905,-0.058407836,-0.1287565,0.01838114,0.06434613,-0.17608847,-0.09039238,0.106741585,-0.021898348,-0.042906128,-0.06173882,0.21115771,0.03866583,-0.05661948,-0.13963458,0.025936926,0.07215122,-0.060179472,0.19437094,0.07998559,-0.019867582,0.07420589,-0.035124302,-0.04237177,0.11689112,0.14561823,0.07176173,0.06545115,0.047016155,-0.104969785,-0.013006926,0.04890082,-0.026217688,-0.19066106,-0.064972654,0.055354968,-0.0009138117,-0.04614575,0.09212167,0.016428731,0.066905215,0.03793706,0.05785034,0.013286774,-0.050201192,-0.021594517,0.01275389,-0.0005752691,-0.053309135,-0.021402845,-0.004031247,0.05964507,0.050384246,0.04683541,-0.04820026,0.045019373,0.11963213,-0.2582179,-0.018193878,0.11635909,-0.0646677
115,0.027461931,-0.09760789,0.0007473796,0.016081613,0.099016644,-0.117284745,-0.004572416,-0.016216349,-0.12645842,-0.070618756,-0.045968477,0.023357758,-0.04991046,-0.018212678,0.09524756,-0.046002645,-0.010133199,-0.15768068,0.07874048,0.14541468,-0.09503153,0.104497924,0.062358815,-0.06596431,0.007329259,0.055903055,-0.05562284,0.08647955,0.12028949,0.031671427,0.06842163,0.06335585,-0.14568545,-0.030803615,0.004766684,-0.03471941,-0.10050122,-0.09851952,0.036197886,0.021023456,0.03627117,-0.028017763,-0.03735902,0.009161828,0.09560902,-0.022052703,0.04105356,-0.1143221,0.07963921,0.050490014,0.090110734,-0.017961131,-0.08906509,0.04260571,0.033627458,-0.086201325,0.038596455,-0.055573124,-0.08037523,0.10213223,-0.1098494,-0.11879938,0.09481648,-0.06383428
116,0.16555266,-0.1727281,0.10914558,0.03941953,0.057005547,-0.0073420205,0.005394263,-0.087500714,-0.26940405,0.014158352,0.11507084,-0.14172108,-0.033426575,-0.06790146,0.17688477,0.16804658,-0.033286598,-0.033406965,-0.19576019,0.24264638,0.054087847,0.32534268,0.025254767,-0.20985079,-0.058932755,0.11989332,-0.04098436,0.0141161,0.13211377,-0.06856828,-0.0033337683,0.00817244,0.096971534,0.088455975,-0.04069219,-0.031357933,-0.10950009,-0.10840244,0.01517715,0.12905172,-0.01545636,-0.0002621832,-0.028278232,0.06876947,0.096941665,-0.040130433,0.026764097,-0.070310995,0.013516383,-0.0030987533,0.020005688,0.0045553115,0.053054888,0.1082897,0.072918475,-0.06254444,0.062746175,-0.062762044,-0.021409888,0.12755027,-0.051717877,0.005284545,-0.07965889,-0.09460778
117,0.13261199,-0.099859126,0.16360301,0.0003381898,0.1423462,-0.095149085,0.062263172,-0.11995797,-0.12102066,-0.01464972,0.02726733,-0.17072926,-0.089861475,-0.038652334,0.095256746,0.2474461,-0.19131707,-0.12999195,-0.10698684,0.044129133,-0.027158514,0.11265019,-0.013699713,-0.3509375,-0.10888043,0.07510076,-0.0576349,-0.1023254,0.077799395,-0.111386865,-0.06484259,-0.0009353555,-0.0051054684,-0.009737812,-0.15197054,0.0036371427,-0.089820616,-0.052726395,-0.15269558,0.1338034,0.05943489,0.108896956,-0.14601256,0.057270147,0.14943321,-0.051480934,-0.024228225,-0.08492265,-0.05023003,0.08606889,-0.04582227,-0.13333142,-0.007944752,0.05020706,-0.024835965,-0.025904004,0.11580995,-0.042899795,-0.061815754,0.102513835,-0.24251878,-0.08332853,0.044623137,0.020886447
118,0.029343473,-0.12933087,0.05169921,-0.0015509881,0.17064673,0.094341874,-0.052352887,-0.10380114,-0.09271239,-0.07432354,-0.042331878,-0.14835039,-0.19469951,0.0558093,0.074115045,0.07212413,-0.09860398,-0.08860524,-0.09318349,0.22423336,-0.020207208,0.18124647,-0.1694533,-0.41788527,0.023824679,0.22086558,-0.04886524,-0.020334562,0.09653626,-0.17433369,0.01144206,0.2163566,-0.1129153,0.031905845,-0.027321726,-0.04550057,-0.12017208,-0.059156593,-0.021431666,0.21981914,-0.06702541,0.0817151,-0.031226372,-0.018416248,0.21354644,-0.0721599,0.0037874545,-0.11097816,0.015253063,-0.08165133,0.12210083,-0.07677707,0.111012734,0.15106149,-0.06794597,0.12340248,-0.025582979,0.04814806,-0.03225355,0.08459577,-0.24402611,0.13092607,-0.085363135,-0.04578435
119,0.05473817,-0.1641374,0.079335555,0.167835,-0.015185042,0.09429908,-0.17151406,0.25297743,-0.32983235,-0.12634955,0.26170635,-0.06623789,-0.011582713,0.073559165,0.18321192,0.1599492,0.07262467,-0.12087822,0.25884506,-0.007584853,-0.0139348535,0.12545222,0.043863263,-0.1392562,0.17932788,-0.00069077214,0.050918173,0.102331504,-0.04396293,0.25477025,0.14297546,0.0056397477,-0.0846899,0.050554916,-0.09730831,-0.12558156,-0.08072323,-0.044720326,0.07320807,0.058907997,-0.11789366,0.013980346,0.062525466,-0.04426047,0.076999664,0.11310425,-0.0043337564,-0.10386505,0.17271714,0.0975836,-0.0982276,-0.0132029215,0.18247849,0.0577792,-0.002591137,0.06444102,0.103192665,-0.15958528,0.18459319,0.23105691,-0.23145494,-0.19893785,-0.015755085,0.0010966719
120,0.14344947,-0.2448851,0.09297856,0.0912758,0.0895255,-0.049700435,0.01257743,-0.002918774,-0.20122819,-0.0029192732,0.0137127815,-0.07771707,-0.12089198,0.031350233,0.07165137,0.33709008,-0.024177907,-0.061372083,0.016620293,0.23021734,0.089266434,0.13518605,0.16239429,-0.19106807,0.09924351,0.10703013,-0.0358143,0.037903927,0.055486567,-0.059047166,-0.0052152877,0.061432518,0.039931525,0.069432706,-0.12307501,0.014057486,0.10524766,0.009095889,-0.10549291,0.08433821,-0.029184477,0.015959902,-0.06399274,-0.054554563,0.21614254,0.02496703,0.035713445,-0.009583736,0.053553283,0.11032468,-0.0063208644,-0.10580441,0.086502895,0.21080978,-0.037507586,0.086869135,-0.010135717,-0.19819891,-0.049480993,0.0712523,-0.07880047,-0.042181477,0.019064354,-0.0061417962
121,0.013472365,-0.17215082,0.0072626886,0.024423556,0.069453165,-0.02610938,0.03927585,-0.032604534,-0.13194948,-0.08258775,0.16843079,-0.11469451,-0.04775885,-0.0019620715,0.13575977,0.22956596,-0.039779793,-0.056357794,0.120774284,0.12230341,0.18352371,0.269367,0.0031310946,-0.3056421,0.00556896,0.16757901,0.002703028,0.10391681,0.06881531,0.012564397,-0.07408667,-0.16695091,-0.0069654617,-0.044274937,-0.0327121,-0.022523142,0.08179636,-0.02463599,-0.029792052,-0.016310217,-0.0121952435,-0.12294303,-0.035633467,-0.15672138,0.11685598,-0.092009716,-0.03789505,-0.12662847,0.056341205,0.17021535,0.095421135,-0.15546116,0.09331348,0.002351315,0.13898672,-0.17223044,0.08586699,-0.11610698,-0.10570836,0.09210342,-0.06231314,-0.061043393,-0.070390046,-0.0385778
122,-0.012106981,-0.018496662,0.031734154,0.1319549,0.026903598,-0.03719966,0.010107961,0.046853837,-0.126829,-0.053518545,0.11078192,0.014556541,-0.032032944,0.1527821,0.081889994,0.06177852,-0.045868646,-0.1682826,0.1484373,0.096449785,-0.078429535,0.12689584,-0.078452386,-0.098722324,0.04955313,-0.039172597,-0.0744314,-0.0037369325,0.09522287,0.031904314,0.02470723,0.06880146,-0.13191351,0.08324275,-0.062394865,-0.07745482,-0.1127442,-0.053347707,0.004313362,0.040449116,-0.14644057,-0.10428424,-0.027733583,-0.032218352,0.13783051,0.08026268,-0.00089507585,-0.12386048,0.04414868,0.13529466,-0.009056571,-0.06830001,0.024091901,-0.09412207,-0.08764437,0.05087997,0.006804048,-0.13247353,-0.022620521,0.065388605,-0.16003199,-0.08885912,0.10042747,0.05479403
123,0.20284408,-0.057138648,0.09699921,0.09288147,0.019971961,-0.074798204,-0.02113021,-0.17902178,-0.1733179,-0.10198023,0.086597,-0.018531714,-0.10729513,-0.050087344,0.009579693,0.18070838,-0.07456994,-0.022826828,-0.0864778,0.2197378,0.0067980643,0.22542965,0.009784907,-0.32867807,-0.05494243,0.13266337,-0.0806912,0.006278885,0.12472328,-0.016697835,-0.08622016,0.020447517,0.045323256,-0.012192185,-0.012081799,0.075777024,-0.027002769,-0.135372,-0.053938948,0.25033632,0.09407602,0.028516287,-0.031100834,-0.037189797,0.10866709,-0.03404621,-0.08915371,-0.027869217,-0.06765797,0.04183438,0.039863493,-0.118140094,0.048752427,0.04662947,0.060803447,-0.11999313,0.16321263,-0.03274771,-0.045232374,-0.0018453742,-0.08781151,-0.06396621,0.005026653,-0.061308283
124,0.1366135,-0.0897747,0.0028137616,0.06384242,0.044453938,-0.11114658,-0.008302314,-0.09432991,-0.09535147,0.06609499,0.05046969,-0.19443959,-0.14352877,-0.028776618,0.088201955,0.16871569,-0.24749652,-0.13652174,-0.13277732,0.21370801,0.17311822,0.15710522,0.0082909195,-0.31472898,-0.057446193,0.1761309,-0.097212054,-0.09364572,0.002632402,-0.042803492,0.009630012,0.048994943,0.016855257,-0.043007094,0.0094883,0.03306129,-0.03575715,-0.07597599,0.0036173374,0.020006608,0.034394674,0.019777196,-0.085680194,-0.058101986,0.19093123,-0.09016607,-0.12375246,-0.15997693,-0.039250985,0.071129635,-0.0041622235,-0.091269225,0.12201883,0.050210074,0.13779548,-0.040537868,0.048818797,-0.07624986,-0.037979443,0.17134078,-0.18455927,-0.06443129,-0.07376264,0.05472298
125,0.039614346,-0.06481926,-0.07158567,0.03985295,0.0017626248,-0.06589588,0.11663489,-0.10928015,-0.083008476,-0.04553863,0.014434578,0.053768132,-0.012688097,-0.051020086,0.08010675,-0.0076095294,-0.062469073,-0.13632922,0.027812045,0.08962337,-0.086622834,0.17256175,0.111839116,-0.12342783,0.028731372,0.044572376,0.0026653071,0.029717734,0.15272832,-0.08222905,0.049067564,0.0144323725,-0.103455774,-0.03250212,-0.024336543,-0.034475826,-0.07247888,0.017060686,-0.023605471,-0.03810668,-0.0092487335,-0.038808446,-0.049871128,0.04673454,0.055979613,-0.060252838,0.017593347,-0.11101304,0.03949392,0.09182251,0.041176543,-0.065830894,-0.09180601,0.04616126,-0.060400043,-0.012895668,0.106719166,-0.08293889,0.003954282,-0.031676013,-0.13495943,-0.05064638,0.1420338,0.02361888
126,0.022602955,-0.03253735,0.118674435,0.1312749,0.089205526,-0.06365428,0.040847585,-0.1587881,0.019522112,0.048402652,0.031645853,-0.12148092,-0.084499516,-0.13519223,0.10918683,0.24307409,-0.17241834,-0.1382617,-0.12833934,0.20651361,0.0109141,0.21730812,-0.048699282,-0.38274428,-0.03506593,0.11554687,-0.026500981,-0.026944805,0.13009529,-0.1674383,-0.055867277,0.060454488,-0.054431744,0.010999,-0.08092011,0.099896915,-0.07673139,-0.119460724,-0.0487302,0.14991345,-0.03473965,0.058526427,-0.067753285,0.012303847,0.14617625,-0.08758844,-0.1511282,-0.11071272,0.031200424,-0.0328036,-0.03354668,-0.07818421,0.05487478,0.123131566,-0.12666984,0.1225435,0.021422194,-0.081986554,-0.05545683,0.077308856,-0.17425571,0.0064492067,-0.015341454,-0.03305642
127,-0.045818307,-0.06652997,0.027107501,0.05497698,-0.035161965,-0.0070448457,0.06086553,-0.07849989,-0.16169037,-0.113597356,0.03016429,-0.038942646,-0.07121815,-0.057071604,0.171212,-0.025859186,-0.08968587,-0.03430927,0.03938025,0.16077536,-0.04372665,0.14853752,0.07274517,0.009689335,0.03753787,0.04037334,-0.060187694,0.07841579,0.14908278,0.10811762,0.0357452,0.057752155,-0.103409894,-0.020145738,-0.07693534,-0.024952784,-0.087964505,-0.08651822,0.010845261,-0.012099534,-0.04538989,0.086117424,0.12266547,0.016613351,0.06924284,-0.028667439,0.011054155,-0.14690104,0.017077146,-0.018253772,-0.012815534,-0.05114026,0.01091439,0.020236053,0.065425344,-0.0023712735,0.081034005,-0.0641798,0.03999789,0.071049236,-0.14712961,-0.081953585,0.13275035,-0.0075844647
128,0.11695301,-0.08329783,0.09803805,0.118612975,0.17357431,-0.122495726,0.021243758,-0.18206732,-0.10584729,-0.007342431,0.050071012,-0.13906696,-0.11960846,0.018358273,0.10566542,0.23946846,-0.15991582,-0.0045172474,-0.08011329,0.2523004,-0.0031857349,0.17250259,-0.055071007,-0.32463852,-0.008554645,0.12781912,-0.07860514,-0.06933523,-0.047398705,-0.04901706,-0.12858547,0.061472263,0.005735132,0.0069455532,-0.12841858,0.017423805,-0.049521606,-0.14309779,-0.03702578,0.05627553,0.09316671,0.08863007,-0.079063974,0.0058618635,0.13847786,-0.13424075,-0.050375193,-0.07870382,-0.008019588,0.08685152,0.046953134,-0.10523359,0.03443911,0.058712687,0.04085552,0.052331973,0.05614234,-0.079180434,-0.033182804,0.026529506,-0.13871175,0.03741277,0.054636903,-0.006421582
129,0.1081005,-0.10398626,0.10501742,0.10491072,0.072548114,-0.12692538,0.06533035,-0.11602179,-0.07195072,0.03563773,0.097661145,-0.05212504,-0.203559,-0.031258695,0.07963619,0.19284698,-0.2103426,-0.10842057,-0.1110535,0.18747438,0.03215882,0.1321111,-0.0039499504,-0.28669277,-0.061480112,0.12199394,-0.0923469,-0.030398155,0.08119738,-0.057754587,-0.010711343,0.090482354,0.013805211,0.04860585,-0.13386792,0.069500364,-0.006465312,-0.13804619,-0.07685514,0.17260599,0.10878722,0.11429229,-0.0061065713,-0.03349077,0.1797996,-0.10909756,-0.12230755,-0.110974394,-0.065855086,0.056118764,0.023853393,-0.05467637,0.03247937,0.088786244,0.021640263,0.025250632,0.07811729,-0.07448074,-0.05595077,0.014263451,-0.16705267,-0.043470312,-0.12445468,-0.027389538
130,0.08444082,-0.17675461,0.13489993,0.10347348,0.17768466,-0.16907233,0.06138876,-0.16121022,-0.01995986,-0.010764467,0.026784485,-0.11969972,-0.06666573,-0.075285174,0.111233786,0.24269323,-0.14328755,-0.07101022,-0.116232686,0.15714912,0.0759671,0.12690273,-0.018223943,-0.28422529,-0.08966233,0.18456137,-0.052051555,-0.01161227,0.136458,-0.012834307,0.051826153,0.12525743,-0.08731396,0.03902287,-0.119894736,0.018298253,-0.020488705,-0.1575409,-0.105842,0.07250632,0.07193217,0.09640682,-0.076635756,0.058359534,0.05425158,-0.15192893,-0.057171684,-0.13271919,-0.027828762,0.08709529,-0.026075713,-0.12524286,0.058307894,0.0789634,0.060735155,0.045929145,0.107943766,0.019328456,-0.07447357,0.04031366,-0.10519226,-0.13406336,-0.05279494,0.07889325
131,-0.03426094,-0.1673792,0.08713442,0.1271704,0.054810755,-0.1370751,0.12666878,-0.05350189,-0.099108815,0.05634515,0.10751395,-0.073559895,-0.11991628,-0.086471215,0.09025666,0.19357836,-0.19025883,-0.13724905,-0.09492798,0.20088993,0.09648426,0.21279135,-0.01974241,-0.24705222,-0.06801014,0.103181966,-0.088274226,-0.11105422,-0.0033540116,-0.10731436,-0.004734966,-0.016931437,-0.04195755,0.13177103,-0.17426461,0.04114369,-0.040431716,-0.07216927,-0.118307754,0.11626129,0.04939109,0.0363054,-0.09355287,-0.012841247,0.19220994,-0.08729288,-0.0631694,-0.062028974,-0.039028533,0.118401736,0.07548691,-0.06368036,0.12316199,0.0074584084,0.020724677,0.017067736,0.02332935,-0.13061778,-0.086119734,0.1190469,-0.074213065,-0.115306,-0.11022505,0.010567783
132,0.09030748,-0.10840647,0.0066242563,0.075917184,0.020229524,-0.02292439,-0.04610693,-0.16324514,-0.08904883,-0.042427108,0.05447466,-0.06699684,-0.10120456,-0.06669479,0.07537283,0.2765811,-0.12853692,-0.04350947,-0.12574235,0.1869928,0.103092305,0.12816338,0.027744748,-0.24718033,-0.005984311,0.109220505,-0.11312581,-0.005062494,0.07095641,-0.025351822,0.018351339,0.068242006,-0.021608464,-0.010565725,-0.10012198,0.15627868,-0.053095456,-0.18976012,0.018264713,0.123058,0.0953642,-0.013758883,-0.040349312,0.045295022,0.2062064,-0.1005627,-0.08772099,-0.0637909,-0.0027605214,0.11144842,0.055045955,-0.13803653,0.13304897,0.09783036,0.033889722,0.02805254,0.13677362,-0.100710206,0.025522439,0.0047657974,-0.18726854,-0.09868482,-0.12222246,0.03758315
133,0.020705592,-0.14301333,-0.04462852,0.05224056,0.010605351,-0.088241644,-0.069482684,0.0058703795,-0.1474912,-0.047813997,0.01263849,-0.023827625,-0.023581997,-0.09864502,0.07914631,-0.044967,-0.059439298,-0.074775495,0.105823174,0.1484999,-0.08526502,0.18475719,0.09997785,-0.04995232,-0.016909573,-0.025415821,0.0010061936,0.06802765,0.09803304,0.059473313,0.12441458,0.106292754,-0.003403539,-0.04252648,-0.10105261,-0.014821764,-0.09891604,-0.0774606,0.03669528,0.0023356704,0.018500693,0.0067152255,-0.03336725,-0.069872394,0.0704622,0.020335373,0.0029009175,-0.058569085,0.0015199851,0.028390035,0.040755175,-0.0012005034,0.022158453,0.023526752,-0.041170638,0.082550116,0.066026434,-0.13957076,0.08972364,0.12149763,-0.1593862,-0.1282035,0.09978063,-0.0056853876
134,0.008433141,-0.09105658,0.025487727,0.057342328,-0.003987922,-0.009649251,-0.0357231,-0.01865705,-0.19443686,-0.038673438,0.0021647715,0.03712354,-0.12612168,-0.00902166,0.1314938,0.007506493,-0.059527542,-0.119185574,0.0746747,0.06358295,-0.038640443,0.14723313,0.10214448,-0.03033509,-0.006231891,0.030189876,-0.054097265,0.055305567,0.13722844,0.08294885,0.079159126,0.12568033,-0.06797795,-0.07974308,-0.039426066,-0.02823495,-0.17465408,-0.035416868,0.033046503,-0.043767493,-0.019251863,0.019046057,0.05098873,-0.07587136,0.07672093,-0.01270454,0.03282281,-0.07666335,0.07656029,0.06757662,-0.024765477,-0.008085682,0.0559122,0.08623741,0.022821357,-0.040577546,0.028217811,-0.092238314,-0.061069526,0.08372168,-0.16308288,-0.11568802,0.077309266,0.019805025
135,0.027345652,-0.23647982,0.1269649,0.18683147,0.031163912,0.08397388,-0.10355344,0.1502097,-0.1309806,-0.17766614,0.31885445,-0.0252561,-0.045722973,0.1145653,0.29373226,0.058043208,-0.032175943,0.023088738,0.180651,0.08155858,0.041898973,0.2492529,-0.05270386,-0.060511682,0.06671378,-0.059155677,0.10899979,0.2200674,0.023410067,0.2873141,0.04194099,-0.012174255,-0.13198021,0.101427026,-0.11484048,-0.09686578,-0.084465675,0.0011804105,0.08235852,0.04670835,-0.12134882,0.094443165,0.081356674,-0.12786111,-0.02348245,0.15938716,-0.037164796,-0.13136055,0.12500721,0.0021738855,-0.23569883,-0.098224476,0.058093756,-0.010027462,0.021669889,0.1785954,0.11765182,-0.19550036,0.04487233,0.17413221,-0.26872787,-0.19356652,0.097701736,-0.039268464
136,0.05736811,-0.11864957,0.03777495,0.07894887,0.049229115,-0.08641034,0.04188758,-0.10596668,-0.12624937,-0.08544247,0.14572547,-0.15334558,-0.098103285,-0.06564373,0.24321587,0.29033172,0.013796512,-0.09842567,-0.014473917,0.08018456,0.12152265,0.25624323,-0.034191184,-0.21491931,-0.016949782,0.11602318,-0.033048287,0.046558212,0.1231523,-0.04603301,-0.006062541,-0.095337376,0.05615865,-0.11381974,-0.19386025,-0.05201659,-0.043364868,-0.043714862,0.032979038,0.09912121,-0.019236062,-0.053979117,0.095306285,-0.066357076,0.110615894,-0.0019543527,0.046036504,-0.11729863,-0.07306069,0.16372706,-0.07124202,0.0026379055,0.0024146978,0.17420185,0.043906495,-0.044582862,0.054335035,-0.014623476,-0.11050414,0.18224472,-0.027826214,-0.050885506,-0.06656326,0.009380787
137,-0.043001078,-0.15811226,0.027621318,0.12582515,0.0154986475,-0.15678133,0.031484313,-0.05850523,-0.1667317,-0.10435947,0.14136466,-0.12971185,-0.09361512,-0.041448854,0.124956466,0.15778358,-0.058443423,-0.007278418,0.01873325,0.14061116,0.16607131,0.2590484,0.047949985,-0.13567203,0.046772443,0.11170031,-0.0013356566,0.09286687,0.12992314,-0.15969777,0.035757877,-0.07003809,-0.0640499,0.1730538,-0.2251436,-0.027881432,-0.028529104,-0.07658296,-0.09119891,0.14032738,0.017267497,-0.0033194302,0.039877392,-0.045951635,-0.007964227,-0.05105093,-0.014902167,-0.036776114,0.113834575,0.24694431,-0.13034353,-0.017589647,0.07499794,0.060629748,0.11637358,0.016724598,0.037789937,-0.15115994,-0.055067707,0.04411062,-0.1254412,-0.0097175045,-0.053747106,-0.09402416
138,0.076466046,-0.13412409,-0.06487867,0.21874842,0.13469005,-0.080600366,0.05559461,-0.13231039,-0.14588515,-0.16277558,0.0872839,-0.10221267,-0.17904133,-0.030501623,-0.051511202,0.22108547,-0.032350518,0.049726702,0.011541793,0.093654916,0.14137731,0.076924704,0.08656128,-0.20281518,-0.022050377,0.059719883,-0.070149705,0.044089537,0.21004598,-0.13743964,-0.01271579,0.032033317,-0.114858165,0.11002871,-0.19298863,-0.08941222,-0.053994473,-0.04847067,0.015677754,0.07834105,-0.04813851,0.012826467,0.04852185,0.007667661,0.115977496,-0.0018430647,0.08743063,-0.019322805,0.06809436,0.15682079,-0.020057272,-0.08641382,0.15017834,0.19393794,-0.037412964,0.040549185,0.08049643,-0.030324671,0.11790152,0.2514347,-0.06903265,-0.05901337,-0.04848178,0.05142002
